_id,birthDate,birthPlace,career_AST,career_FG%,career_FG3%,career_FT%,career_G,career_PER,career_PTS,career_TRB,career_WS,career_eFG%,college,draft_pick,draft_round,draft_team,draft_year,height,highSchool,name,position,shoots,weight
vanosni01,13-Apr-63,"San Mateo, California",0.9,38.3,0,56.1,68,7.7,3.3,3.5,-0.1,38.3,Santa Clara University,32nd overall,2nd round,Phoenix Suns,1985,1-Jul,"Hillsdale in San Mateo, California",Nick Vanos,Center,Right,255lb
vincesa01,18-May-63,"Lansing, Michigan",3.9,44.9,18.2,86.3,396,14.1,7.8,2.1,10.9,45.2,Michigan State University,20th overall,1st round,Boston Celtics,1985,2-Jun,"Eastern in Lansing, Michigan",Sam Vincent,Point Guard and Shooting Guard,Right,185lb
webbsp01,13-Jul-63,"Dallas, Texas",5.3,45.2,31.4,84.8,814,15.1,9.9,2.1,40.2,47.7,"Midland College, North Carolina State University",87th overall,4th round,Detroit Pistons,1985,6-May,"Wilmer-Hutchins in Dallas, Texas",Spud Webb,Point Guard,Right,133lb
wennibi01,26-Apr-63,"Montreal, Canada",0.6,45.9,13.9,78.7,720,10.9,4.6,3,17.7,46,St. John's University,16th overall,1st round,Dallas Mavericks,1985,Jul-00,"Long Island Lutheran in Brookville, New York",Bill Wennington,Center,Right,245lb
wilkige01,11-Sep-63,"Atlanta, Georgia",3,45,31.6,74.5,900,13,13,2.9,33.9,47,University of Tennessee at Chattanooga,47th overall,2nd round,New York Knicks,1985,6-Jun,"Mays Academy in Atlanta, Georgia",Gerald Wilkins,Small Forward and Shooting Guard,Right,185lb
williho01,9-Aug-62,"Sorrento, Louisiana",1.8,48,10.5,72.6,887,15.6,11,6.8,70.5,48,Tulane University,45th overall,2nd round,Cleveland Cavaliers,1985,11-Jun,"Saint Amant in Saint Amant, Louisiana",Hot Rod Williams,Center and Power Forward,Right,215lb
willipe01,10-Mar-65,"Harbor City, California",0.3,60.2,-,42.5,58,11.4,2.6,2.5,1.4,60.2,University of Arizona,89th overall,4th round,Denver Nuggets,1985,7-Jun,"Nogales in Walnut, California",Pete Williams,Power Forward,Right,190lb
wintevo01,12-Oct-62,"Chicago, Illinois",0,23.1,0,-,4,-5.6,1.5,0.8,-0.1,23.1,Bradley University,44th overall,2nd round,Philadelphia 76ers,1985,8-Jun,"Gage Park in Chicago, Illinois",Voise Winters,Small Forward,Right,200lb
wrighbr01,26-Mar-62,"Hollywood, California",0.1,41.2,0,42.9,16,9.5,3.4,3.4,-0.1,41.2,"University of California, Los Angeles",49th overall,3rd round,Golden State Warriors,1985,11-Jun,"Murphy in Los Angeles, California",Brad Wright,Power Forward,Right,225lb
youngpe01,4-Aug-63,"Baltimore, Maryland",0.8,28.6,-,50,9,3,1.4,0.9,-0.1,28.6,Virginia Polytechnic Institute and State University,61st overall,3rd round,Portland Trail Blazers,1985,5-Jun,"Hebron in Ellicott City, Maryland",Perry Young,Shooting Guard,Right,210lb
addisra01,22-Jul-64,"Jersey City, New Jersey",0.9,44.9,28.2,77.2,379,10.5,5.8,2.1,4.9,46.6,Syracuse University,39th overall,2nd round,Phoenix Suns,1986,7-Jun,"Snyder in Jersey City, New Jersey",Rafael Addison,Small Forward,Right,215lb
alarima01,11-Dec-63,"Phoenix, Arizona",1.1,47.5,25.2,77.5,325,13,7.5,3.4,8.4,48.3,Duke University,18th overall,1st round,Denver Nuggets,1986,8-Jun,"Brophy College Preparatory in Phoenix, Arizona",Mark Alarie,Power Forward,Right,217lb
bedfowi01,14-Dec-63,"Memphis, Tennessee",0.5,41.6,31.8,60.5,238,9.7,4.1,2.4,0.9,41.9,University of Memphis,6th overall,1st round,Phoenix Suns,1986,Jul-00,"Melrose in Memphis, Tennessee",William Bedford,Center,Right,225lb
berrywa01,14-May-64,"New York, New York",1.4,53.9,20,63.8,205,16.6,14.1,4.7,8.2,54,St. John's University,14th overall,1st round,Portland Trail Blazers,1986,8-Jun,"Benjamin Franklin in New York, New York",Walter Berry,Power Forward and Small Forward,Left,215lb
bowiean01,9-Nov-63,"Tulsa, Oklahoma",1.8,47.5,31.8,82.4,461,11.7,6.4,2.2,12.3,48.7,University of Oklahoma,66th overall,3rd round,Houston Rockets,1986,6-Jun,"East Central in Tulsa, Oklahoma",Anthony Bowie,Shooting Guard,Right,190lb
curryde01,25-Jun-64,"Harrisonburg, Virginia",1.8,45.7,40.2,84.3,1083,16,11.7,2.4,41.5,51.3,Virginia Polytechnic Institute and State University,15th overall,1st round,Utah Jazz,1986,4-Jun,"Fort Defiance in Fort Defiance, Virginia",Dell Curry,Shooting Guard,Right,190lb
daughbr01,19-Oct-65,"Black Mountain, North Carolina",3.7,53.2,14.3,74.7,548,18.9,19,9.5,65.2,53.2,University of North Carolina,1st overall,1st round,Cleveland Cavaliers,1986,Jul-00,"Charles D. Owen in Swannanoa, North Carolina",Brad Daugherty,Center,Right,245lb
dawkijo01,28-Sep-63,"Washington, District of Columbia",5.5,45.6,33,85.7,541,14.7,11.1,2.5,21.8,47.4,Duke University,10th overall,1st round,San Antonio Spurs,1986,2-Jun,"Mackin in Washington, District of Columbia",Johnny Dawkins,Point Guard,Left,165lb
douglbr01,9-Apr-64,"Quincy, Illinois",2.1,29.2,0,0,8,5.7,1.8,1.8,-0.2,29.2,University of Illinois at Urbana-Champaign,57th overall,3rd round,Sacramento Kings,1986,3-Jun,"Quincy in Quincy, Illinois",Bruce Douglas,Shooting Guard,Right,195lb
dreilgr01,7-Nov-62,"Wichita, Kansas",0.4,46.7,33.3,64.9,474,7.4,2.1,2.1,4,46.9,"Wichita State University, University of Kansas",26th overall,2nd round,Indiana Pacers,1986,1-Jul,"Kapaun Mt. Carmel in Wichita, Kansas",Greg Dreiling,Center,Right,250lb
duckwke01,1-Apr-64,"Harvey, Illinois",0.9,46.8,20.8,73.6,684,11.9,11.8,5.8,24.7,46.8,Eastern Illinois University,33rd overall,2nd round,San Antonio Spurs,1986,Jul-00,"Thornridge in Dolton, Illinois",Kevin Duckworth,Center,Right,275lb
feitlda01,8-Jun-62,"Butler, Pennsylvania",0.5,43.3,0,75.1,275,9.8,4.3,3,1.4,43.3,University of Texas at El Paso,43rd overall,2nd round,Houston Rockets,1986,11-Jun,"Santa Rita in Tucson, Arizona",Dave Feitl,Center,Right,235lb
fredean01,7-Dec-64,"Los Angeles, California",0.9,43.9,27.3,69.9,147,12.3,4.9,1.9,0.7,44.3,Pepperdine University,133rd overall,6th round,Denver Nuggets,1986,7-Jun,"Gardena in Gardena, California",Anthony Frederick,Small Forward,Right,205lb
gattike01,23-May-64,"Wilmington, North Carolina",0.9,52,8.3,64.9,494,13,7.9,4.7,16.9,52,Old Dominion University,55th overall,3rd round,Phoenix Suns,1986,8-Jun,"New Hanover in Wilmington, North Carolina",Kenny Gattison,Power Forward,Right,225lb
gondrgr01,19-Jan-63,"Boulder, Colorado",1.3,43.8,25,68.7,91,11.1,5,1.6,0.8,44.7,Pepperdine University,77th overall,4th round,Phoenix Suns,1986,5-Jun,"Boulder in Boulder, Colorado",Grant Gondrezick,Shooting Guard,Right,205lb
harpero01,20-Jan-64,"Dayton, Ohio",3.9,44.6,28.9,72,1009,15.6,13.8,4.3,65.8,46.8,Miami University,8th overall,1st round,Cleveland Cavaliers,1986,6-Jun,"Kiser in Dayton, Ohio",Ron Harper,Shooting Guard and Point Guard,Right,185lb
hendece01,3-Oct-65,"Marietta, Georgia",0,50,-,100,8,15.3,1.4,1,0,50,University of Georgia,32nd overall,2nd round,Atlanta Hawks,1986,8-Jun,"Marietta in Marietta, Georgia",Cedric Henderson,Power Forward,Right,210lb
hendeda01,21-Jul-64,"Henderson, North Carolina",1.5,40.5,0,68.1,22,6.7,5.7,1.6,-0.4,40.5,Duke University,58th overall,3rd round,Washington Bullets,1986,5-Jun,"Warren County in Warrenton, North Carolina",Dave Henderson,Shooting Guard,Right,195lb
hendeke01,22-Mar-64,"Baltimore, Maryland",1.5,39.3,0,60.7,22,6.4,3,1.1,-0.2,39.3,"California State University, Fullerton",50th overall,3rd round,Cleveland Cavaliers,1986,4-Jun,"Centennial in Compton, California",Kevin Henderson,Shooting Guard and Point Guard,Right,195lb
henryco01,21-Jul-63,"Claremont, California",1.1,37.8,37.9,75.7,93,9.7,3.3,0.9,0.1,43.5,"University of California, Santa Barbara",89th overall,4th round,Houston Rockets,1986,7-Jun,"Claremont in Claremont, California",Conner Henry,Shooting Guard,Right,195lb
hoppeda01,13-Mar-64,"Omaha, Nebraska",0.6,51.8,20,75.1,169,11.3,5,3.8,3.6,51.9,University of Nebraska,65th overall,3rd round,Atlanta Hawks,1986,11-Jun,"Benson in Omaha, Nebraska",Dave Hoppen,Center,Right,235lb
hornaje01,3-May-63,"Elmhurst, Illinois",4.9,49.6,40.3,87.7,1077,17.7,14.5,3.4,108.9,53,Iowa State University,46th overall,2nd round,Phoenix Suns,1986,3-Jun,"Lyons Township in LaGrange, Illinois",Jeff Hornacek,Point Guard and Shooting Guard,Right,190lb
jacksmi02,13-Jul-64,"Fairfax, Virginia",2.2,36.9,27.3,67.5,89,7.7,2.1,0.8,-0.2,39.1,Georgetown University,47th overall,2nd round,New York Knicks,1986,2-Jun,"South Lakes in Reston, Virginia",Michael Jackson,Point Guard,Right,183lb
jacksmy01,6-May-64,"Hamburg, Arkansas",0.8,22.2,-,87.5,8,10.6,1.4,0.4,0,22.2,University of Arkansas at Little Rock,85th overall,4th round,Dallas Mavericks,1986,3-Jun,"Hamburg in Hamburg, Arkansas",Myron Jackson,Point Guard,Right,185lb
johnsbu01,3-Jan-64,"Birmingham, Alabama",1.7,48.8,11.3,73.8,505,11.9,9.1,3.5,20.8,48.8,University of Alabama,20th overall,1st round,Houston Rockets,1986,7-Jun,"Hayes in Birmingham, Alabama",Buck Johnson,Small Forward,Right,190lb
johnsst02,4-Nov-62,"Longview, Texas",0.2,42.2,0,52.6,29,4.7,2.6,1.5,-0.2,42.2,"Louisiana State University, San Diego State University",100th overall,5th round,Los Angeles Clippers,1986,8-Jun,"Longview in Longview, Texas",Steffond Johnson,Power Forward,Right,240lb
jonesan01,13-Sep-62,"Washington, District of Columbia",0.7,39.3,30.6,74,164,9.8,3.6,1.3,0.8,40.6,"Georgetown University, University of Nevada, Las Vegas",21st overall,1st round,Washington Bullets,1986,6-Jun,"Dunbar in Washington, District of Columbia",Anthony Jones,Shooting Guard and Small Forward,Right,195lb
kemptti01,25-Jan-64,"Jamaica, New York",1.1,48.1,0,67.7,280,9.8,4.5,2.8,3.3,48.1,University of Notre Dame,124th overall,6th round,Los Angeles Clippers,1986,10-Jun,"Saint Dominic in Oyster Bay, New York",Tim Kempton,Power Forward,Right,245lb
kitchcu01,30-Jan-64,"Cape Coral, Florida",0.2,50,0,75,6,18.5,1.5,1.5,0.1,50,University of South Florida,122nd overall,6th round,Seattle SuperSonics,1986,9-Jun,"Cape Coral in Cape Coral, Florida",Curtis Kitchen,Power Forward,Right,235lb
krystla01,23-Sep-64,"Missoula, Montana",1.2,45.7,13.9,79.5,420,12,8.2,4.9,15.6,45.8,University of Montana,28th overall,2nd round,Chicago Bulls,1986,9-Jun,"Big Sky in Missoula, Montana",Larry Krystkowiak,Power Forward,Right,220lb
lesji01,18-Aug-63,"Niles, Illinois",2.9,39.7,39.6,81.8,321,12.4,3.8,1.2,8.1,50.1,"Cleveland State University, Bradley University",70th overall,3rd round,Atlanta Hawks,1986,11-May,"Notre Dame in Niles, Illinois",Jim Les,Point Guard,Right,165lb
martima01,2-Jul-64,"Liberty, New York",0.7,37.8,21.1,59.8,69,9.3,3,0.9,-0.3,38.8,Saint Joseph's University,16th overall,1st round,Denver Nuggets,1986,6-Jun,"Central in Liberty, New York",Maurice Martin,Small Forward,Right,200lb
mckenfo01,16-Feb-63,"Camden, New Jersey",0.2,25,50,100,6,-2.2,2.8,1.2,-0.2,26.8,Loyola Marymount University,48th overall,3rd round,San Antonio Spurs,1986,7-Jun,"Pasadena in Pasadena, California",Forrest McKenzie,Small Forward,Right,200lb
mcmilna01,3-Aug-64,"Raleigh, North Carolina",6.1,44.3,34.3,65,796,14.5,5.9,4,50.2,47.9,North Carolina State University,30th overall,2nd round,Seattle SuperSonics,1986,5-Jun,"Enloe in Raleigh, North Carolina",Nate McMillan,Shooting Guard and Point Guard,Right,195lb
meentsc01,4-Jan-64,"Kankakee, Illinois",0.4,36.1,100,70.4,39,11.2,1.8,1,0.1,36.8,University of Illinois at Urbana-Champaign,74th overall,4th round,Chicago Bulls,1986,10-Jun,"Herscher in Herscher, Illinois",Scott Meents,Power Forward,Right,225lb
murphto01,24-Dec-63,"Long Beach, California",1,45.4,29,67.9,191,11.9,5.5,4.9,8,46.4,"University of California, Irvine",53rd overall,3rd round,Seattle SuperSonics,1986,9-Jun,"Lakewood in Lakewood, California",Tod Murphy,Center and Power Forward,Right,220lb
myerspe01,15-Sep-63,"Mobile, Alabama",2.1,42.1,21.9,66.8,377,9.9,4.8,1.8,5.8,43.1,University of Arkansas at Little Rock,120th overall,6th round,Chicago Bulls,1986,6-Jun,"Williamson in Mobile, Alabama",Pete Myers,Shooting Guard,Right,180lb
newmajo01,28-Nov-63,"Danville, Virginia",1.5,46.1,33.6,81,1159,12.9,11,2.2,50.3,49.2,University of Richmond,29th overall,2nd round,Cleveland Cavaliers,1986,7-Jun,"George Washington in Danville, Virginia",Johnny Newman,Shooting Guard and Small Forward,Right,190lb
persoch01,27-Jun-64,"Brantley, Alabama",2.8,45.8,36.2,72.3,943,13.7,14.7,5.1,38.9,50.8,Auburn University,4th overall,1st round,Indiana Pacers,1986,8-Jun,"Brantley in Brantley, Alabama",Chuck Person,Small Forward and Power Forward,Right,220lb
petrodr01,22-Oct-64,"Sibenik, Croatia",2.4,50.6,43.7,84.1,290,16.4,15.4,2.3,21.5,54.4,,60th overall,3rd round,Portland Trail Blazers,1986,5-Jun,"Sibenik in Sibenik, Croatia",Drazen Petrovic,Shooting Guard,Right,195lb
poleedw01,2-Mar-63,"Los Angeles, California",0,25,0,-,1,-11.4,2,0,0,25,"University of Nevada, Las Vegas, Pepperdine University",54th overall,3rd round,Los Angeles Clippers,1986,5-Jun,"Manual Arts in Los Angeles, California",Dwayne Polee,Shooting Guard,Right,180lb
pressdo01,30-May-64,"Washington, District of Columbia",2,29,0,55.6,13,5.3,1.8,1.2,-0.2,29,Boston College,99th overall,5th round,Seattle SuperSonics,1986,2-Jun,"Mackin in Washington, District of Columbia",Dominic Pressley,Point Guard,Right,170lb
pressha01,14-Jul-63,"Bronx, New York",2.1,43.7,35.8,77.8,299,13.8,9,4.5,10,48,Villanova University,17th overall,1st round,Sacramento Kings,1986,7-Jun,"Saint Bernard in Uncasville, Connecticut",Harold Pressley,Small Forward and Power Forward,Right,210lb
pricema01,15-Feb-64,"Bartlesville, Oklahoma",6.7,47.2,40.2,90.4,722,19.6,15.2,2.6,71.1,53,Georgia Institute of Technology,25th overall,2nd round,Dallas Mavericks,1986,Jun-00,"Enid in Enid, Oklahoma",Mark Price,Point Guard,Right,170lb
rellfri01,16-Feb-64,"Riviera Beach, Florida",0.3,62.5,-,75,4,11.6,4,1.8,0,62.5,University of Michigan,95th overall,5th round,Indiana Pacers,1986,6-Jun,"Suncoast in Riviera Beach, Florida",Richard Rellford,Small Forward,Right,230lb
rodmade01,13-May-61,"Trenton, New Jersey",1.8,52.1,23.1,58.4,911,14.6,7.3,13.1,89.8,52.9,Southeastern Oklahoma State University,27th overall,2nd round,Detroit Pistons,1986,7-Jun,"South Oak Cliff in Dallas, Texas",Dennis Rodman,Power Forward and Small Forward,Right,210lb
rogerjo01,30-Dec-63,"Fullerton, California",0.4,47.2,0,67.9,69,9.7,3.6,1.5,0.4,47.2,"Stanford University, University of California, Irvine",34th overall,2nd round,Sacramento Kings,1986,10-Jun,"LaQuinta in Westminster, California",Johnny Rogers,Power Forward,Right,225lb
rowanro01,23-Apr-62,"New Brighton, Pennsylvania",0.1,44.4,100,75,7,22.2,1.7,0.1,0,50,"University of Notre Dame, St. John's University",67th overall,3rd round,Philadelphia 76ers,1986,5-Jun,"Beaver Falls in Beaver Falls, Pennsylvania",Ron Rowan,Shooting Guard,Right,200lb
sallejo01,16-May-64,"Brooklyn, New York",1.2,50.6,21.4,71.4,748,12.8,7,4.5,41.5,50.6,Georgia Institute of Technology,11th overall,1st round,Detroit Pistons,1986,11-Jun,"Canarsie in Brooklyn, New York",John Salley,Center and Power Forward,Right,230lb
sellebr01,17-Dec-62,"Warrensville Heights, Ohio",1.1,45.2,20,79.3,398,11.1,6.3,2.7,9.8,45.4,"University of Wisconsin, Ohio State University",9th overall,1st round,Chicago Bulls,1986,Jul-00,"Warrensville Heights in Warrensville Heights, Ohio",Brad Sellers,Power Forward and Small Forward,Right,210lb
shaskjo01,31-Jul-64,"Birmingham, Michigan",0.3,46.6,0,65.5,136,11.8,3.8,2.8,2.5,46.6,University of Minnesota,61st overall,3rd round,Utah Jazz,1986,11-Jun,"Brother Rice in Birmingham, Michigan",John Shasky,Center,Right,235lb
skilesc01,5-Mar-64,"LaPorte, Indiana",6.5,43.5,37.9,88.9,600,14.4,11.1,2.5,30.4,48.5,Michigan State University,22nd overall,1st round,Milwaukee Bucks,1986,1-Jun,"Plymouth in Plymouth, Indiana",Scott Skiles,Point Guard,Right,180lb
smithcl01,19-Jan-64,"Cleveland, Ohio",1.1,43,0,71.4,46,11,2.9,1.3,0.3,43,"Ohio State University, Cleveland State University",97th overall,5th round,Golden State Warriors,1986,6-Jun,"Adams in Cleveland, Ohio",Clinton Smith,Shooting Guard,Right,210lb
smithke03,9-Mar-64,"Flint, Michigan",1,38,33.3,75,42,6,3.3,0.8,0,39,Loyola Marymount University,45th overall,2nd round,Milwaukee Bucks,1986,3-Jun,"West Covina in West Covina, California",Keith Smith,Shooting Guard,Left,180lb
smithot01,30-Jan-64,"Jacksonville, Florida",1.8,45.5,25.1,76.2,375,15.7,10.5,3.8,12.3,46.2,Jacksonville University,41st overall,2nd round,Denver Nuggets,1986,5-Jun,"Forrest in Jacksonville, Florida",Otis Smith,Small Forward and Shooting Guard,Right,210lb
tarplro01,28-Nov-64,"New York, New York",1,48.3,17.6,74.4,280,18.4,12.6,10,19.8,48.4,University of Michigan,7th overall,1st round,Dallas Mavericks,1986,11-Jun,"Cooley in Detroit, Michigan",Roy Tarpley,Power Forward and Center,Right,230lb
thompbi01,1-Dec-63,"Camden, New Jersey",1.7,50.5,15.4,67.4,300,13.2,8.6,5.4,9.6,50.5,University of Louisville,19th overall,1st round,Atlanta Hawks,1986,7-Jun,"Camden in Camden, New Jersey",Billy Thompson,Small Forward,Right,195lb
turnean01,13-Dec-64,"Memphis, Tennessee",3.1,42.2,23.7,76.4,170,12,4.5,1.5,1.8,43.2,University of Memphis,69th overall,3rd round,Los Angeles Lakers,1986,11-May,"Mitchell in Memphis, Tennessee",Andre Turner,Point Guard,Right,160lb
volkoal01,28-Mar-64,"Omsk, Russia",2.2,45.5,33.3,61.3,149,14.1,6.8,2.6,4.5,48.3,,134th overall,6th round,Atlanta Hawks,1986,10-Jun,,Alexander Volkov,Center,Right,218lb
wagnemi01,20-Feb-63,"Camden, New Jersey",1.4,42.2,29.6,87.5,53,10.6,4.1,0.7,0.4,44.1,University of Louisville,35th overall,2nd round,Dallas Mavericks,1986,5-Jun,"Camden in Camden, New Jersey",Milt Wagner,Shooting Guard,Right,185lb
walkeke01,18-Aug-64,"Roberta, Georgia",0.7,48.5,20.6,74.9,448,11.9,7,4,17.9,48.7,University of Kentucky,5th overall,1st round,New York Knicks,1986,8-Jun,"Crawford County in Roberta, Georgia",Kenny Walker,Power Forward and Small Forward,Right,210lb
washbch01,13-May-65,"Hickory, North Carolina",0.3,41.2,0,43.9,72,7.6,3.1,2.4,-0.6,41.2,North Carolina State University,3rd overall,1st round,Golden State Warriors,1986,11-Jun,"Laurinburg Institute in Laurinburg, North Carolina",Chris Washburn,Center,Right,225lb
washipe01,6-Jan-64,"Brooklyn, New York",3.8,45.2,18.4,74.6,194,12.4,8.6,1.9,1.9,45.8,Syracuse University,13th overall,1st round,New Jersey Nets,1986,2-Jun,"Boys and Girls in Brooklyn, New York",Pearl Washington,Point Guard,Right,190lb
willijo02,26-Oct-66,"Los Angeles, California",2.9,45.1,22.5,70.4,435,14.6,10.1,5.1,19.9,45.9,Louisiana State University,12th overall,1st round,Washington Bullets,1986,8-Jun,"Crenshaw in Los Angeles, California",John Williams,Small Forward,Right,235lb
willimi03,14-Aug-63,"Chicago, Illinois",0.1,33.3,0,50,21,3.5,0.7,1.1,0,33.3,"University of Cincinnati, Bradley University",51st overall,3rd round,Golden State Warriors,1986,8-Jun,"De La Salle Institute in Chicago, Illinois",Mike Williams,Power Forward and Small Forward,Left,255lb
wilsori02,16-Jul-64,"Hampton, Virginia",2.9,39.1,38.5,72.5,24,10,5.2,1.1,0.3,43.6,George Mason University,52nd overall,3rd round,Chicago Bulls,1986,3-Jun,"Phoebus in Hampton, Virginia",Ricky Wilson,Point Guard,Right,195lb
wingada01,15-Dec-63,"Baltimore, Maryland",1.9,44.5,27.2,73.8,740,10,5.6,1.9,11.7,45.5,Georgetown University,44th overall,2nd round,Philadelphia 76ers,1986,5-Jun,"Paul Laurence Dunbar in Baltimore, Maryland",David Wingate,Small Forward and Shooting Guard,Right,185lb
alforst01,23-Nov-64,"Franklin, Indiana",1,45.9,32.4,87,169,14.4,4.4,0.9,3.2,48.7,Indiana University,26th overall,2nd round,Dallas Mavericks,1987,2-Jun,"Chrysler in New Castle, Indiana",Steve Alford,Point Guard,Right,183lb
andergr01,22-Jun-64,"Houston, Texas",0.6,49.2,8.7,55.7,680,13,7.3,6.2,18.7,49.2,University of Houston,23rd overall,1st round,San Antonio Spurs,1987,10-Jun,"Evan E. Worthing in Houston, Texas",Greg Anderson,Center and Power Forward,Right,230lb
arlaujo01,20-Jul-65,"Rochester, New York",0.9,32.6,-,75,9,7.9,3.8,1.4,-0.1,32.6,Niagara University,74th overall,4th round,Sacramento Kings,1987,9-Jun,"Jefferson in Rochester, New York",Joe Arlauckas,Small Forward,Right,230lb
askewvi01,28-Feb-66,"Memphis, Tennessee",2.2,47.9,30,75.4,467,12.6,7.1,2.5,22.1,49.4,University of Memphis,39th overall,2nd round,Philadelphia 76ers,1987,6-Jun,"Frayser in Memphis, Tennessee",Vincent Askew,Shooting Guard,Right,210lb
blackna01,15-Feb-65,"Philadelphia, Pennsylvania",1.8,36.6,18.2,83.3,10,6.1,3.7,0.6,-0.1,39,Temple University,27th overall,2nd round,San Antonio Spurs,1987,4-Jun,"South Philadelphia in Philadelphia, Pennsylvania",Nate Blackwell,Point Guard,Left,170lb
boguemu01,9-Jan-65,"Baltimore, Maryland",7.6,45.8,27.8,82.7,889,15,7.7,2.6,54,46.7,Wake Forest University,12th overall,1st round,Washington Bullets,1987,3-May,"Paul Laurence Dunbar in Baltimore, Maryland",Muggsy Bogues,Point Guard,Right,136lb
colemno01,27-Sep-61,"Jacksonville, Florida",0.4,34.6,50,55.6,29,6.6,5.3,2.8,-0.4,34.8,Kansas State University,38th overall,2nd round,Los Angeles Clippers,1987,8-Jun,"Paxon in Jacksonville, Florida",Norris Coleman,Small Forward,Right,210lb
comegda01,17-Aug-64,"Philadelphia, Pennsylvania",0.7,45.7,0,68.2,142,10.7,6,3.2,1.1,45.7,DePaul University,21st overall,1st round,Atlanta Hawks,1987,9-Jun,"Roman Catholic in Philadelphia, Pennsylvania",Dallas Comegys,Power Forward,Right,205lb
